no,entidad_federativa,anio_ocurrencia_evento,boletin_prensa,fecha_emision_boletin_prensa,tipo_fenomeno,amenaza_natural,instancia_corroboradora,nombre_municipios_corroborados,numero_municipios_corroborados,oficio_poblacion_afectada,poblacion_afectada,poblacion_atendida,fecha_publicacion_declaratoria_dof,publicacion_dof,instancia_que_elaboro_informe_utilizacion_insumos,boletin_prensa_aviso_termino_emergencia,fecha_emision_boletin_prensa_termino_situacion_emergencia,fecha_publicacion_aviso_termino_declaratoria_dof,publicacion_termino_dof,total_insumos_autorizados,despensas,despensa_sobrevivencia,despensa_mantenimiento,alimentos_consumo_inmediato,fruta_para_poblacion,alimento_granel,cobertor_a,cobertor_b,colchoneta,hamaca,lamina_tipo_a,lamina_tipo_b,lamina_tipo_c,palma_sintetica,palma_natural,litros_agua,kit_limpieza,kit_aseo_personal,costales,saco_absorbente,impermeables,botas,rollos_hule,guantes_carnaza,toallas_sanitarias_femeninas,banieras_para_bebe,panial_etapa_5,panial_etapa_4,panial_etapa_3,panial_etapa_2,panial_etapa_1,panial_para_adulto,linternas,palas,marros,barretas,machetes,martillos,carretillas,cascos,azadones,hachas,zapapicos,motosierras,mochilas_aspersores,mascarillas,cocinas_comunitarias,servicios_potabilizadoras_agua,servicio_bombas_extraccion_agua,servicio_retroexcavadoras,servicio_vactors,envases_agua,combustible,fletes,servicio_letrinas,servicio_regaderas,arrendamiento_montacargas,arrendamiento_generadores_energia,lote_insumos_para_salud,costo_fuerzas_armadas,costo_estimado_sspc,costo_total_declaratoria,observaciones
1.0,Veracruz,2018,006/18,07-dic-18,Hidrometeorológico,Lluvia severa e inundación pluvial del 04 al 06 de diciembre de 2018,CONAGUA,"Angel R. Cabada, Catemaco, Hueyapan de Ocampo, San Andrés Tuxtla, Santiago Tuxtla y Saltabarranca",6,DGPC/DAE/042/2018,13732,13732,17-dic-18,https://www.dof.gob.mx/nota_detalle.php?codigo=5546651&fecha=17/12/2018#gsc.tab=0,Coordinación Estatal de Protección Civil,011/18,17-dic-18,26-dic-18,https://www.dof.gob.mx/nota_detalle.php?codigo=5547212&fecha=26/12/2018#gsc.tab=0,85678,10299,0,0,0,0,0,13732,0,13732,0,0,0.0,0,0,0,37616,3433,3433,0,3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$12,274,813.19","$12,274,813.19",
2.0,Veracruz,2018,009/18,13-dic-18,Hidrometeorológico,Lluvia severa el 5 de diciembre de 2018,CONAGUA,Lerdo de Tejada y Playa Vicente,2,DGPC/DAE/045/2018,4042,4042,21-dic-18,https://www.dof.gob.mx/nota_detalle.php?codigo=5547057&fecha=21/12/2018#gsc.tab=0,Coordinación Estatal de Protección Civil,024/18,23-dic-18,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547548&fecha=02/01/2019#gsc.tab=0,10240,720,0,0,0,0,0,2880,0,2880,0,0,0.0,0,0,0,1600,720,720,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,954,087.62","$1,954,087.62",
3.0,Chihuahua,2018,014/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,"Chínipas, Guazapares, Maguarichi, Temósachic, Urique, Uruachi, Guadalupe y Calvo, Morelos, Moris, Balleza, Batopilas, Bocoyna, Carichí, Guachochi y Nonoava",15,DGPC/1789/2018,24344,24344,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547539&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,028/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547764&fecha=09/01/2019#gsc.tab=0,60860,12172,0,0,0,0,0,24344,0,24344,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$16,181,232.84","$16,181,232.84",
4.0,Durango,2018,015/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,"Tamazula, Topia, Tepehuanes, Canelas, Mezquital, Otáez, Pueblo Nuevo y Guanaceví",8,DGPC/1790/2018,14773,14773,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547540&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,029/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547765&fecha=09/01/2019#gsc.tab=0,36933,7386,0,0,0,0,0,14773,0,14773,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$15,874,002.29","$15,874,002.29",
5.0,Estado de México,2018,016/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,"Villa Victoria, Villa de Allende, San José del Rincón, Ixtapan del Oro, San Felipe del Progreso, Temascaltepec y Donato Guerra",7,DGPC/1791/2018,42777,42777,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547541&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,030/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547766&fecha=09/01/2019#gsc.tab=0,96248,10694,0,0,0,0,0,42777,0,42777,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$24,287,748.39","$24,287,748.39",
6.0,Michoacán,2018,017/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,"Tuzantla, Ocampo, Tzitzio, Aporo, Irimbo y Tlalpujahua",6,DGPC/1792/2018,9367,9367,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547542&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,031/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547767&fecha=09/01/2019#gsc.tab=0,21075,2341,0,0,0,0,0,9367,0,9367,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$5,302,236.57","$5,302,236.57",
7.0,Puebla,2018,018/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,"Tepeyahualco, Ocotepec, Tlachichuca, Ixtacamaxtitlán, Lafragua y San Nicolás Buenos Aires",6,DGPC/1797/2018,9206,9206,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547543&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,032/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547768&fecha=09/01/2019#gsc.tab=0,20713,2301,0,0,0,0,0,9206,0,9206,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$5,211,191.94","$5,211,191.94",
8.0,San Luis Potosí,2018,019/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,"Catorce, Vanegas y Santo Domingo",3,DGPC/1793/2018,2966,2966,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547545&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,033/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547769&fecha=09/01/2019#gsc.tab=0,6673,741,0,0,0,0,0,2966,0,2966,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,678,819.05","$1,678,819.05",
9.0,Zacatecas,2018,020/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,"El Salvador, Mazapil y Jiménez del Teul",3,DGPC/1794/2018,2511,2511,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547547&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,036/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547772&fecha=09/01/2019#gsc.tab=0,5649,627,0,0,0,0,0,2511,0,2511,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,421,155.06","$1,421,155.06",
10.0,Sinaloa,2018,021/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,Badiraguato,1,DGPC/1795/2018,3000,3000,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547544&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,034/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547770&fecha=09/01/2019#gsc.tab=0,6750,750,0,0,0,0,0,3000,0,3000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,698,256.20","$1,698,256.20",
11.0,Veracruz,2018,022/18,21-dic-18,Hidrometeorológico,Helada severa a partir del día 21 de diciembre de 2018,CONAGUA,Ayahualulco,1,DGPC/1796/2018,2546,2546,02-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547546&fecha=02/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,035/18,31-dic-18,09-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547771&fecha=09/01/2019#gsc.tab=0,5728,636,0,0,0,0,0,2546,0,2546,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,441,063.18","$1,441,063.18",
12.0,Chihuahua,2019,BDE-001-2019,02-ene-19,Hidrometeorológico,Nevada severa del 29 al 30 de diciembre de 2018,CONAGUA,"Ahumada, Ascensión, Buenaventura, Gómez Farías, Guerrero, Ignacio Zaragoza, Janos, Juárez, Madera, Matachí, Nuevo Casas Grandes y Ocampo",12,"SSPC/CNPC/DGPC/0001/2019, SSPC/CNPC/DGPC/0011/2019",64751,64751,10-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5547853&fecha=10/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-004-2019,22-ene-19,30-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5549171&fecha=30/01/2019#gsc.tab=0,267821,64748,0,0,0,0,0,64751,0,64751,0,0,25000.0,0,0,0,0,16187,32374,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$72,187,821.33","$72,187,821.33",
13.0,Sonora,2019,BDE-002-2019,06-ene-19,Hidrometeorológico,Helada y nevada severa del 30 de diciembre de 2018 al 02 de enero de 2019,CONAGUA,"Aconchi, Alamos, Altar, Arivechi, Átil, Bacanora, Bácum, Banámichi, Baviácora, Benito Juárez, Caborca, Cajeme, Carbó, Divisaderos, Empalme, Etchojóa, General Plutarco Elías Calles, Guaymas, Hermosillo, Huásabas, Huatabampo, Huépac, La Colorada, Mazatán, Navojoa, Ónavas, Opodepe, Oquitóa, Pitiquito, Puerto Peñasco, Quiriego, Rayón, Rosario, Sahuaripa, San Felipe de Jesús, San Ignacio Río Muerto, San Javier, San Luis Río Colorado, San Miguel de Horcasitas, San Pedro de la Cueva, Sáric, Soyopa, Suaqui Grande, Tepache, Trincheras, Tubutama, Ures, Villa Hidalgo, Villa Pesqueira y Yécora, Agua Prieta, Arizpe, Bacadéhuachi, Bacerac, Bacoachi, Bavispe, Benjamín Hill, Cananea, Cucurpe, Cumpas, Fronteras, Granados, Huachinera, Ímuris, Magdalena, Moctezuma, Naco, Nácori Chico, Nacozari de García, Nogales, Santa Ana y Santa Cruz.",38,SSPC/CNPC/DGPC/0005/2019,18506,18506,14-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5548032&fecha=14/01/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-003-2019,16-ene-19,24-ene-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5548681&fecha=24/01/2019#gsc.tab=0,144778,0,0,0,13878,13878,0,18506,0,18506,0,0,10000.0,0,0,0,70000,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$19,484,035.76","$19,484,035.76",
14.0,Veracruz,2019,BDE-005-2019,25-ene-19,Hidrometeorológico,Helada severa del 21 al 22 de enero de 2019,CONAGUA,"Acajete, Perote y Villa Aldama",3,SSPC/CNPC/DGPC/0066/2019,5235,5235,05-feb-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5549567&fecha=05/02/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-006-2019,04-feb-19,12-feb-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5550022&fecha=12/02/2019#gsc.tab=0,39730,2616,0,0,0,0,0,5235,0,5235,0,0,17013.0,0,0,0,7015,1308,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$10,335,975.53","$10,335,975.53",
15.0,Sonora,2019,BDE-007-2019,28-feb-19,Hidrometeorológico,Helada y nevada severa del 20 al 24 de febrero de 2019,CONAGUA,"Aconchi, Álamos, Altar, Arivechi, Átil, Bacanora, Bácum, Banámichi, Baviácora, Benito Juárez, Benjamin Hill, Caborca, Cajeme, Carbó, Cumpas, Divisaderos, Empalme, Etchojoa, General Plutarco Elías Calles, Granados, Guaymas, Hermosillo, Huásabas, Huatabampo, Huépac, La Colorada, Magdalena, Mazatán, Moctezuma, Navojoa, Ónavas, Opodepe, Oquitoa, Pitiquito, Puerto Peñasco, Quiriego, Rayón, Rosario, Sahuaripa, San Felipe de Jesús, San Ignacio Río Muerto, San Javier, San Luis Río Colorado, San Miguel de Horcasitas, San Pedro de la Cueva, Santa Ana, Soyopa, Suaqui Grande, Tepache, Trincheras, Tubutama, Ures, Villa Hidalgo y Villa Pesqueira, Agua Prieta, Arizpe, Bacadéhuachi, Bacerac, Bacoachi, Bavispe, Cananea, Cucurpe, Fronteras, Huachinera, Ímuris, Naco, Nácori Chico, Nacozari de García, Nogales, Santa Cruz, Sáric y Yécora",29,"SSPC/DGPC/0152/2019, SSPC/DGPC/0163/2019",9207,9207,08-mar-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5552279&fecha=08/03/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-008-2019,20-mar-19,28-mar-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5555824&fecha=28/03/2019#gsc.tab=0,80744,2301,0,0,0,0,0,9207,0,9207,0,0,10000.0,0,0,0,50000,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$8,876,335.04","$8,876,335.04",
16.0,Coahuila,2019,BDE-009-2019,23-abr-19,Hidrometeorológico,Granizada severa el 17 de abril de 2019,CONAGUA,Jiménez y Zaragoza,2,SSPC/DGPC/0302/2019,1124,1124,02-may-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5559137&fecha=02/05/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-012-2019,03-may-19,13-may-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5560029&fecha=13/05/2019#gsc.tab=0,4591,281,0,0,0,0,0,1124,0,1124,0,0,1500.0,0,0,0,0,281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,173,044.93","$1,173,044.93",
17.0,Chiapas,2019,BDE-010-2019,25-abr-19,Incendio Forestal,Incendios forestales del 12 al 18 de abril de 2019,CONAFOR,"Acacoyagua, Chamula, Mapastepec y Mazapa",4,SSPC/CNPC/DGPC/0311/2019,15565,15565,07-abr-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5559594&fecha=07/05/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-013-2019,05-may-19,13-may-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5560028&fecha=13/05/2019#gsc.tab=0,43642,2242,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,800,0,800,800,800,800,800,0,800,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$3,683,987.84","$3,683,987.84",
18.0,Chiapas,2019,BDE-011-2019,01-may-19,Incendio Forestal,Incendios forestales del 15 al 26 de abril de 2020,CONAFOR,"Arriaga, Berriozábal, Cintalapa, La Concordia, Chiapa de Corzo, Chicomuselo, Huixtla, Jiquipilas, Mazatán, Ocosingo, Pijijiapan, Villa Comaltitlán, Siltepec, Tonalá, La Trinitaria, Tuxtla Gutiérrez, Venustiano Carranza, Villa Corzo, Villaflores y Zinacantán",20,SSPC/CNPC/DGPC/0321/2019,181437,181437,09-may-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5559806&fecha=09/05/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-014-2019,11-may-19,20-may-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5560678&fecha=20/05/2019#gsc.tab=0,157802,23401,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,75000,0,23401,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,4000,4000,0,0,4000,0,0,4000,4000,4000,4000,0,4000,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$20,298,687.62","$20,298,687.62",
19.0,Oaxaca,2019,BDE-015-2019,11-may-19,Incendio Forestal,Incendios forestales del 26 de febrero al 22 de marzo y del 10 de abril al 5 de mayo de 2019,CONAFOR,"La Reforma, Putla Villa de Guerrero, San Agustín Tlacotepec, San Sebastián Tecomaxtlahuaca y Santo Tomás Tamazulapan, La Constancia del Rosario, Mesones Hidalgo, San Miguel Chimalapa, San Pablo Coatlán, Santa María Chimalapa y Santa María Zaniza.",11,"SSPC/CNPC/DGPC/0361/2019, SSPC/CNPC/DGPC/0383/2019, SSPC/CNPC/DGPC/0437/2019, SSPC/CNPC/DGPC/0451/2019",11566,11566,20-may-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5560677&fecha=20/05/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-022-2019,20-jun-19,28-jun-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5564436&fecha=28/06/2019#gsc.tab=0,164155,17346,0,0,0,0,0,0,0,0,0,0,1245.0,0,0,0,90000,0,14455,0,0,0,0,0,5782,0,0,0,0,0,0,0,0,2890,2891,0,1100,2891,0,1100,2891,2891,2891,2891,0,2891,10000,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$17,387,504.84","$17,387,504.84",
20.0,Guerrero,2019,BDE-016-2019,17-may-19,Incendio Forestal,Incendios forestales del 25 de abril al 13 de mayo de 2019,CONAFOR,"Acapulco de Juárez, Alcozauca de Guerrero, Arcelia, Atenango del Río, Atlamajalcingo del Monte, Atlixtac, Atoyac de Álvarez, Buenavista de Cuéllar, Chilpancingo de los Bravo, Copalillo, Copanatoyac, Coyuca de Benítez, Coyuca de Catalán, Eduardo Neri, Huitzuco de los Figueroa, Juan R. Escudero, Malinaltepec, Mochitlán, Petatlán, Taxco de Alarcón, Tepecoacuilco de Trujano, Tlacoapa, Tlalixtaquilla de Maldonado, Tlapa de Comonfort, Xochistlahuaca, Zirándaro y Zitlala",27,SSPC/CNPC/DGPC/0379/2019,241710,241710,27-may-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5561209&fecha=27/05/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-018-2019,27-may-19,04-jun-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5561799&fecha=04/06/2019#gsc.tab=0,240000,28000,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,120000,0,28000,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,8000,0,0,0,8000,0,0,8000,8000,8000,0,0,8000,8000,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$29,608,218.00","$29,608,218.00",
21.0,Durango,2019,BDE-017-2019,24-may-19,Incendio Forestal,Incendios forestales del 27 de abril al 21 de mayo de 2019,CONAFOR,"Durango, Mezquital y Pueblo Nuevo",3,SSPC/CNPC/DGPC/0415/2019 - SSPC/CNPC/DGPC/0442/2019,18752,18752,03-jun-19,http://dof.gob.mx/nota_detalle.php?codigo=5561726&fecha=03/06/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-020-2019,13-jun-19,21-jun-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5563817&fecha=21/06/2019,41643,13228,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,20000,0,6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,200,0,0,500,300,200,0,0,100,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$5,912,060.03","$5,912,060.03",
22.0,Jalisco,2019,BDE-019-2019,06-jun-19,Hidrometeorológico,Inundación fluvial el 2 de junio de 2019,CONAGUA,San Gabriel,1,SSPC/CNPC/DGPC/0449/2019,2189,2189,14-jun-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5562772&fecha=14/06/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-021-2019,16-jun-19,24-jun-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5563894&fecha=24/06/2019#gsc.tab=0,24950,900,0,0,0,0,0,1800,0,1800,0,0,0.0,0,0,0,20000,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,227,054.00","$1,227,054.00",
23.0,Tamaulipas,2019,BDE-023-2019,27-jun-19,Hidrometeorológico,Lluvia severa e inundación pluvial y fluvial el 24 de junio de 2019,CONAGUA,Reynosa,1,SSPC/CNPC/DGPC/0506/2019,5287,5287,05-jul-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5565072&fecha=05/07/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-025-2019,07-jul-19,15-jul-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5565692&fecha=15/07/2019#gsc.tab=0,101089,2642,0,0,0,0,0,5287,0,5287,0,0,0.0,0,0,0,84580,1321,1321,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$12,311,849.49","$12,311,849.49",
24.0,Jalisco,2019,BDE-024-2019,03-jul-19,Hidrometeorológico,Granizada severa al 30 de junio de 2019,CONAGUA,Guadalajara y San Pedro Tlaquepaque,2,SSPC/CNPC/DGPC/0532/2019,1564,1564,11-jul-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5565444&fecha=11/07/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-026-2019,13-jul-19,22-jul-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5566216&fecha=22/07/2019#gsc.tab=0,2737,391,0,0,0,0,0,1564,0,0,0,0,0.0,0,0,0,0,391,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$369,025.80","$369,025.80",
25.0,Chiapas,2019,BDE-027-2019,19-ago-19,Hidrometeorológico,Lluvia severa el 17 de agosto de 2019.,CONAGUA,Huixtla,1,SSPC/SPPPCCP/CNPC/DGPC/00117/2019,5459,5459,27-ago-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5570403&fecha=27/08/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-032-2019,29-ago-19,06-sep-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5571525&fecha=06/09/2019#gsc.tab=0,121926,2728,0,0,0,0,0,5459,0,5459,0,0,0.0,0,0,0,87340,1364,1364,0,0,2720,2720,0,0,0,0,6230,6540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2, $-   ,"$9,291,158.22","$9,291,158.22",
26.0,Sinaloa,2019,BDE-028-2019,23-ago-19,Hidrometeorológico,Lluvia severa e inundación pluvial los días 21 y 22 de agosto de 2019,CONAGUA,"Elota, Guasave, Mazatlán, Mocorito y Rosario",5,SSPC/SPPPCCP/CNPC/DGPC/00130/2019 - SSPC/SPPPCCP/CNPC/DGPC/00167/2019,16839,16839,02-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5571009&fecha=02/09/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-035-2019,12-sep-19,23-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5573188&fecha=23/09/2019#gsc.tab=0,84604,9604,0,0,0,0,0,15000,0,15000,0,0,37500.0,0,0,0,0,3750,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$23,188,624.66","$23,188,624.66",
27.0,Sinaloa,2019,BDE-029-2019,25-ago-19,Hidrometeorológico,Lluvia severa e inundación fluvial y pluvial el 23 de agosto de 2019,CONAGUA,Ahome,1,SSPC/SPPPCCP/CNPC/DGPC/00131/2019,6473,6473,02-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5571008&fecha=02/09/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-036-2019,14-sep-19,24-sep-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5573264&fecha=24/09/2019#gsc.tab=0,42073,4854,0,0,0,0,0,6473,0,6473,0,0,21037.0,0,0,0,0,1618,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$11,887,335.18","$11,887,335.18",
