no,entidad_federativa,anio_ocurrencia_evento,boletin_prensa,fecha_emision_boletin_prensa,tipo_fenomeno,amenaza_natural,instancia_corroboradora,nombre_municipios_corroborados,numero_municipios_corroborados,oficio_poblacion_afectada,poblacion_afectada,poblacion_atendida,fecha_publicacion_declaratoria_dof,publicacion_dof,instancia_que_elaboro_informe_utilizacion_insumos,boletin_prensa_aviso_termino_emergencia,fecha_emision_boletin_prensa_termino_situacion_emergencia,fecha_publicacion_aviso_termino_declaratoria_dof,publicacion_termino_dof,total_insumos_autorizados,despensas,despensa_sobrevivencia,despensa_mantenimiento,alimentos_consumo_inmediato,fruta_para_poblacion,alimento_granel,cobertor_a,cobertor_b,colchoneta,hamaca,lamina_tipo_a,lamina_tipo_b,lamina_tipo_c,palma_sintetica,palma_natural,litros_agua,kit_limpieza,kit_aseo_personal,costales,saco_absorbente,impermeables,botas,rollos_hule,guantes_carnaza,toallas_sanitarias_femeninas,banieras_para_bebe,panial_etapa_5,panial_etapa_4,panial_etapa_3,panial_etapa_2,panial_etapa_1,panial_para_adulto,linternas,palas,marros,barretas,machetes,martillos,carretillas,cascos,azadones,hachas,zapapicos,motosierras,mochilas_aspersores,mascarillas,cocinas_comunitarias,servicios_potabilizadoras_agua,servicio_bombas_extraccion_agua,servicio_retroexcavadoras,servicio_vactors,envases_agua,combustible,fletes,servicio_letrinas,servicio_regaderas,arrendamiento_montacargas,arrendamiento_generadores_energia,lote_insumos_para_salud,costo_fuerzas_armadas,costo_estimado_sspc,costo_total_declaratoria,observaciones
106.0,Baja California Sur,2020,BDE-083-2020,21-ago-20,Hidrometeorológico,Lluvia severa e inundación pluvial el 19 de agosto de 2020 (Huracán Genevieve),CONAGUA,La Paz y Los Cabos,2,SSPC/SPPPCCP/CNPC/DGPC/00745/2020,3724,3724,31-ago-20,http://dof.gob.mx/nota_detalle.php?codigo=5599347&fecha=31/08/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-090-2020,31-ago-20,08-sep-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5599850&fecha=08/09/2020#gsc.tab=0,79585,2793,0,0,0,0,0,0,3724,3724,0,0,12103.0,0,0,0,29792,931,1862,20000,0,1862,1862,0,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$23,831,992.95","$23,831,992.95",
107.0,Oaxaca,2020,BDE-088-2020,27-ago-20,Hidrometeorológico,Inundación pluvial el 20 de agosto de 2020,CONAGUA,San José Chiltepec,1,SSPC/SPPPCCP/CNPC/DGPC/00760/2020,1160,1160,04-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5599725&fecha=04/09/2020,Coordinación Estatal de Protección Civil,BDE-096-2020,06-sep-20,14-sep-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5600392&fecha=14/09/2020,24665,870,0,0,0,0,0,0,1160,1160,0,0,2715.0,0,0,0,14520,290,468,0,0,580,580,2,0,0,0,0,0,0,0,0,0,0,290,0,290,0,0,290,0,0,0,290,0,0,1160,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,835,318.60","$1,835,318.60",
108.0,Chiapas,2020,BDE-089-2020,28-ago-20,Hidrometeorológico,Lluvia severa e inundación pluvial y fluvial el 22 de agosto de 2020,CONAGUA,"Acacoyagua, Acapetahua, Escuintla, Mapastepec, Pijijiapan y Venustiano Carranza",6,SSPC/SPPPCCP/CNPC/DGPC/00761/2020,5816,5816,07-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5599787&fecha=07/09/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-097-2020,07-sep-20,15-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5600447&fecha=15/09/2020#gsc.tab=0,113783,1454,0,0,0,0,0,0,5816,5816,0,0,18902.0,0,0,0,46528,1454,1454,0,0,2908,2908,0,0,6252,0,6512,6508,0,0,0,0,0,1454,0,0,1454,0,1454,0,0,1454,1454,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$32,225,270.88","$32,225,270.88",
109.0,Guerrero,2020,BDE-091-2020,31-ago-20,Hidrometeorológico,Lluvia severa e inundación pluvial y fluvial del 24 al 27 de agosto de 2020 (TT Hernán),CONAGUA,"Azoyú, Coahuayutla de José María Izazaga, Coyuca de Benítez, Iliatenco, La Unión de Isidoro Montes de Oca, Ometepec, Xochistlahuaca, Cuajinicuilapa, Zihuatanejo de Azueta, Atoyac de Álvarez, Benito Juárez, Petatlán, Técpan de Galeana, San Marcos, Ayutla de los Libres y Chilpancingo de los Bravo.",16,SSPC/SPPPCCP/CNPC/DGPC/00766/2020,9901,9901,08-sep-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5599848&fecha=08/09/2020,Coordinación Estatal de Protección Civil,BDE-099-2020,10-sep-20,21-sep-20,http://dof.gob.mx/nota_detalle.php?codigo=5600846&fecha=21/09/2020#gsc.tab=0,532803,7425,0,0,0,0,0,0,9901,9901,0,0,32178.0,0,0,0,158416,2475,2475,105000,0,4950,4950,0,4950,0,0,30303,26514,28407,39771,37878,19884,0,2475,0,0,0,0,2475,0,0,0,2475,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$20,119,664.46","$20,119,664.46",
110.0,Oaxaca,2020,BDE-092-2020,31-ago-20,Hidrometeorológico,Lluvia severa e inundación pluvial del 23 al 25 de agosto de 2020,CONAGUA,"San Dionisio del Mar, Santo Domingo Ingenio, Santiago Niltepec, San Juan Bautista Valle Nacional, San Pedro Huamelula, Santo Domingo Tehuantepec y Santos Reyes Nopala.",7,SSPC/SPPPCCP/CNPC/DGPC/00767/2020,1213,1213,08-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5599849&fecha=08/09/2020,Coordinación Estatal de Protección Civil,BDE-100-2020,10-sep-20,21-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5600847&fecha=21/09/2020,40950,909,0,0,0,0,0,0,1213,1213,0,0,3942.0,0,0,0,29112,303,606,0,0,606,606,14,0,0,0,0,0,0,0,0,0,0,303,0,303,0,0,303,0,0,0,303,0,0,1213,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$17,936,768.76","$17,936,768.76",
111.0,Oaxaca,2020,BDE-093-2020,01-sep-20,Hidrometeorológico,Lluvia severa el 27 de agosto de 2020,CONAGUA,San Juan Quiahije y Villa de Tututepec de Melchor Ocampo,2,SSPC/SPPPCCP/CNPC/DGPC/00768/2020,1005,1005,09-sep-20,http://dof.gob.mx/nota_detalle.php?codigo=5600006&fecha=09/09/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-101-2020,11-sep-20,22-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5600927&fecha=22/09/2020#gsc.tab=0,25377,502,0,0,0,0,0,0,1005,1005,0,0,3266.0,0,0,0,16080,251,251,0,0,502,502,4,0,0,0,0,0,0,0,0,0,0,251,0,251,0,0,251,0,0,0,251,0,0,1005,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,810,981.32","$1,810,981.32",
112.0,Jalisco,2020,BDE-094-2020,02-sep-20,Hidrometeorológico,Lluvia severa y vientos fuertes los días 27 y 28 de agosto de 2020,CONAGUA,"Tomatlán, Cabo Corrientes, Villa Purificación, Casimiro Castillo, Cuautitlán de García Barragán, Cihuatlán y La Huerta",7,SSPC/SPPPCCP/CNPC/DGPC/00770/2020,19958,19958,10-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5600926&fecha=22/09/2020,Coordinación Estatal de Protección Civil,BDE-102-2020,12-sep-20,22-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5600926&fecha=22/09/2020#gsc.tab=0,182632,4989,0,0,0,0,0,0,0,8000,0,0,0.0,0,0,0,159664,4989,4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$7,421,919.42","$7,421,919.42",
113.0,Colima,2020,BDE-095-2020,03-sep-20,Hidrometeorológico,Lluvia severa e inundación pluvial y fluvial del 26 al 28 de agosto de 2020,CONAGUA,Manzanillo,1,SSPC/SPPPCCP/CNPC/DGPC/00773/2020,3081,3081,11-sep-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5600246&fecha=11/09/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-103-2020,13-sep-20,22-sep-20,http://dof.gob.mx/nota_detalle.php?codigo=5600925&fecha=22/09/2020#gsc.tab=0,35251,750,0,0,0,0,0,0,3000,3000,0,0,0.0,0,0,0,24000,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$1,449,224.76","$1,449,224.76",
114.0,Oaxaca,2020,BDE-098-2020,08-sep-20,Geológico,Movimiento de ladera los días 27 y 28 de agosto de 2020,CENAPRED,"Constancia del Rosario, Pluma Hidalgo, San Andrés Cabecera Nueva, San Antonio Tepetlapa, San Francisco Ozolotepec, San Gabriel Mixtepec, San Jerónimo Coatlán, San Juan Ozolotepec, San Miguel Suchixtepec, San Pedro el Alto, San Sebastián Coatlán, Santa María Huatulco y Santa María Yucuhiti,",13,SSPC/SPPPCCP/CNPC/DGPC/00793/2020,861,861,17-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5600585&fecha=17/09/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-107-2020,18-sep-20,28-sep-20,http://dof.gob.mx/nota_detalle.php?codigo=5601327&fecha=28/09/2020#gsc.tab=0,30769,645,0,0,0,0,0,861,0,861,0,0,2798.0,0,0,0,20664,215,430,1700,0,430,430,13,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,215,0,0,215,215,0,0,861,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$26,416,308.22","$26,416,308.22",
115.0,Oaxaca,2020,BDE-104-2020,14-sep-20,Geológico,"Movimiento de ladera, lluvia severa e inundación pluvial y fluvial del 5 al 7 de septiembre de 2020",CONAGUA y CENAPRED,"San Agustín Loxicha, San Ildefonso Villa Alta, San Mateo Cajonos, San Felipe Jalapa de Díaz, San José Chiltepec, Santa María Jacatepec y San Juan Bautista Valle Nacional",7,SSPC/SPPPCCP/CNPC/DGPC/00807/2020,1068,1068,23-sep-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5601048&fecha=23/09/2020#gsc.tab=0,SEDENA,BDE-110-2020,24-sep-20,02-oct-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5601750&fecha=02/10/2020#gsc.tab=0,38059,801,0,0,0,0,0,0,1068,1068,0,0,3471.0,0,0,0,25632,267,534,2000,0,534,534,14,0,0,0,0,0,0,0,0,0,0,267,0,267,0,0,267,0,0,0,267,0,0,1068,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$2,159,042.34","$2,159,042.34",
116.0,Veracruz,2020,BDE-105-2020,15-sep-20,Hidrometeorológico,Lluvia severa e inundación pluvial del 5 al 7 de septiembre de 2020,CONAGUA,"Lerdo de Tejada, Saltabarranca, Otatitlán, Tlacojalpan, Tres Valles, Amatitlán y Casamaloapan de Carpio",7,SSPC/SPPPCCP/CNPC/DGPC/00809/2020,10900,10900,24-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5601156&fecha=24/09/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-113-2020,25-sep-20,05-oct-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5601834&fecha=05/10/2020#gsc.tab=0,57092,2123,0,0,0,0,0,0,8492,8492,0,0,0.0,0,0,0,12738,2123,2123,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$3,905,006.76","$3,905,006.76",
117.0,Durango,2020,BDE-106-2020,17-sep-20,Hidrometeorológico,Inundación fluvial del 11 al 13 de septiembre de 2020,CONAGUA,"Coneto de Comonfort, Durango y Rodeo",3,SSPC/SPPPCCP/CNPC/DGPC/00819/2020,4127,4127,25-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5601266&fecha=25/09/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-114-2020,27-sep-20,05-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5601833&fecha=05/10/2020,20296,3093,0,0,0,0,0,3528,0,3528,0,0,4100.0,0,0,0,0,1031,2062,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$27,563,493.27","$27,563,493.27",
118.0,Durango,2020,BDE-108-2020,18-sep-20,Hidrometeorológico,Inundación fluvial del 12 al 15 de septiembre de 2020,CONAGUA,"Canatlán, Nuevo Ideal y Mapimí",3,SSPC/SPPPCCP/CNPC/DGPC/00822/2020,1758,1758,28-sep-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5601326&fecha=28/09/2020,Coordinación Estatal de Protección Civil,BDE-116-2020,28-sep-20,06-oct-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5601912&fecha=06/10/2020,12413,1317,0,0,0,0,0,1758,0,1758,0,0,4500.0,0,0,0,0,439,878,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$16,044,989.34","$16,044,989.34",
119.0,Oaxaca,2020,BDE-109-2020,21-sep-20,Hidrometeorológico,Lluvia severa e inundación fluvial y pluvial del 13 al 15 de septiembre de 2020,CONAGUA,San Pedro Atoyac y San Juan Bautista Tuxtepec,2,SSPC/SPPPCCP/CNPC/DGPC/00826/2020,866,866,29-sep-20,http://dof.gob.mx/nota_detalle.php?codigo=5601387&fecha=29/09/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-117-2020,01-oct-20,09-oct-20,http://diariooficial.gob.mx/nota_detalle.php?codigo=5602271&fecha=09/10/2020,42420,648,0,0,0,0,0,0,866,866,0,0,2814.0,0,0,0,20784,216,432,9000,0,433,433,5,0,352,0,690,690,0,1036,0,777,216,216,0,216,216,0,216,0,0,0,216,0,216,866,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,813,454.54","$1,813,454.54",
120.0,Oaxaca,2020,BDE-111-2020,24-sep-20,Hidrometeorológico,Inundación fluvial y movimiento de ladera del 18 al 20 de septiembre de 2020,CONAGUA,"San Juan Comaltepec, San Juan Lalana, Santiago Choápam, Santiago Jocotepec, Santiago Juxtlahuaca, San LorenzoTexmelúcan y Santiago Camotlán",7,SSPC/SPPPCCP/CNPC/DGPC/00844/2020,886,886,02-oct-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5601749&fecha=02/10/2020,Coordinación Estatal de Protección Civil,BDE-118-2020,04-oct-20,12-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5602345&fecha=12/10/2020#gsc.tab=0,48109,442,0,0,0,0,0,0,886,886,0,0,2879.0,0,0,0,14176,221,221,9000,0,443,443,14,0,2045,0,3272,3272,0,4908,0,2126,221,221,0,221,221,0,221,221,221,0,221,0,221,886,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,810,935.38","$1,810,935.38",
121.0,Oaxaca,2020,BDE-112-2020,25-sep-20,Geológico,Movimiento de ladera y lluvia severa el 18 de septiembre de 2020,CENAPRED,"Eloxochitlán de Flores Magón, Ixtlán de Juárez, San Felipe Usila, San José Independencia, San Juan Petlapa, San Miguel Amatlán, San Miguel Coatlán, Santa Catarina de Juquila, Santa Inés del Monte, San Martín Peras, Totontepec Villa de Morelos, Villa Sola de Vega y Santiago Zacatepec",13,SSPC/SPPPCCP/CNPC/DGPC/00846/2020,943,943,05-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5601832&fecha=05/10/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-119-2020,05-oct-20,13-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5602408&fecha=13/10/2020,55007,470,0,0,0,0,0,0,943,943,0,0,3064.0,0,0,0,15088,235,235,8000,0,471,471,20,0,2144,0,4576,4572,0,6858,0,3859,235,235,0,235,235,0,235,235,235,0,235,0,235,943,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,973,018.11","$1,973,018.11",
122.0,Veracruz,2020,BDE-115-2020,28-sep-20,Hidrometeorológico,Inundación fluvial del 20 al 23 de septiembre de 2020,CONAGUA,"Isla, José Azueta y Playa Vicente",3,SSPC/SPPPCCP/CNPC/DGPC/00851/2020,11280,11280,06-oct-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5601911&fecha=06/10/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-123-2020,08-oct-20,16-oct-20,http://dof.gob.mx/nota_detalle.php?codigo=5602948&fecha=16/10/2020#gsc.tab=0,33532,1443,0,0,0,0,0,0,5772,5772,0,0,0.0,0,0,0,8658,1443,1443,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$3,903,877.77","$3,903,877.77",
123.0,Tabasco,2020,BDE-120-2020,06-oct-20,Hidrometeorológico,Lluvia severa e inundación pluvial y fluvial del 28 de septiembre al 4 de octubre de 2020,CONAGUA,"Cunduacán, Jalpa de Méndez ,Nacajuca, Centro, Balancán, Jalapa,Tacotalpa y Teapa",8,SSPC/SPPPCCP/CNPC/DGPC/00872/2020,60740,60740,14-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5602725&fecha=14/10/2020,SEDENA,BDE-131-2020,26-oct-20,03-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604069&fecha=03/11/2020#gsc.tab=0,310986,19089,0,0,0,0,0,0,30370,30370,0,0,0.0,0,0,0,150000,15185,15185,50000,0,300,300,16,0,0,0,0,0,0,0,0,0,100,0,30,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$41,873,890.25","$41,873,890.25",
124.0,Yucatán,2020,BDE-121-2020,06-oct-20,Hidrometeorológico,Inminente impacto del huracán Delta el 6 de octubre de 2020,CONAGUA,"Dzilam de Bravo, Panabá, Río Lagartos, San Felipe y Tzimín.",5,SSPC/SPPPCCP/CNPC/DGPC/00880/2020 - SSPC/SPPPCCP/CNPC/DGPC/00907/2020,32282,32282,14-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5602726&fecha=14/10/2020#gsc.tab=0,SEDENA,BDE-133-2020,29-oct-20,06-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604408&fecha=06/11/2020#gsc.tab=0,527656,9418,0,0,0,0,0,0,32282,32282,0,0,52458.0,0,0,0,109394,8070,8519,0,0,0,0,0,0,119430,0,35100,0,20880,0,20720,38820,0,2000,0,0,2000,0,2000,0,0,0,2000,0,0,32282,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$40,041,891.57","$40,041,891.57",
125.0,Chiapas,2020,BDE-122-2020,07-oct-20,Hidrometeorológico,Lluvia severa e inundación pluvial y fluvial del 1 al 3 de octubre de 2020,CONAGUA,"Tecpatán, Ixtapangajoya, Chamula, Juárez, Ocotepec, Salto de Agua, Zinacantán, Ostuacán, Pichucalco, Larráinzar y Ocosingo.",11,SSPC/SPPPCCP/CNPC/DGPC/00881/2020,39223,39223,15-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5602809&fecha=15/10/2020#gsc.tab=0,SEDENA,BDE-132-2020,27-oct-20,04-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604210&fecha=04/11/2020#gsc.tab=0,261851,7092,0,0,0,0,0,0,28369,28369,0,0,0.0,0,0,0,113476,7092,7092,0,0,14184,14184,0,0,13620,0,14184,14188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$63,167,894.61","$63,167,894.61",
126.0,Quintana Roo,2020,BDE-124-2020,09-oct-20,Hidrometeorológico,Vientos fuertes y lluvia severa los días 5 y 6 de octubre de 2020,CONAGUA,"Cozumel, Puerto Morelos, Solidaridad, Benito Juárez, Isla Mujeres y Lázaro Cárdenas",6,SSPC/SPPPCCP/CNPC/DGPC/00888/2020,20308,20308,19-oct-20,http://dof.gob.mx/nota_detalle.php?codigo=5604407&fecha=06/11/2020,SEDENA,BDE-134-2020,29-oct-20,06-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604407&fecha=06/11/2020#gsc.tab=0,54655,5077,0,0,0,0,0,0,7000,7000,0,0,0.0,0,0,0,20000,5077,0,0,0,6000,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$29,241,840.28","$29,241,840.28",
127.0,Tabasco,2020,BDE-125-2020,12-oct-20,Hidrometeorológico,Inundación fluvial el 5 de octubre de 2020,CONAGUA,Macuspana,1,SSPC/SPPPCCP/CNPC/DGPC/00890/2020,4000,4000,20-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5603108&fecha=20/10/2020,SEDENA,BDE-130-2020,22-oct-20,30-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5603907&fecha=30/10/2020#gsc.tab=0,15001,1000,0,0,0,0,0,0,4000,4000,0,0,0.0,0,0,0,4000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$6,268,859.75","$6,268,859.75",
128.0,Yucatán,2020,BDE-126-2020,13-oct-20,Hidrometeorológico,Lluvia severa e inundación pluvial del 1 al 8 de octubre de 2020,CONAGUA,"Baca, Calotmul, Celestún, Dzidzantún, Espita, Hunucmá, Ixil, Kanasín, Kaua, Mocochá, Progreso, Sanahcat, Sinanché, Sucilá, Telchac Puerto, Tepakán, Uayma, Ucú, Valladolid, Yobaín, Chemax, Cuncunul, Mérida, Temozón, Tunkás, Buctzotz, Izamal, Tixkokob y Tixpéhual",29,SSPC/SPPPCCP/CNPC/DGPC/00903/2020 - SSPC/SPPPCCP/CNPC/DGPC/00933/2020,39912,39912,21-oct-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5603232&fecha=21/10/2020,SEDENA,BDE-135-2020,29-oct-20,06-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604409&fecha=06/11/2020#gsc.tab=0,906149,20106,0,0,0,0,0,0,39912,14303,0,0,129714.0,0,0,0,324096,9978,10128,0,0,0,0,0,0,100873,0,36041,0,66716,0,105044,49237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$87,377,211.78","$87,377,211.78",
129.0,Quintana Roo,2020,BDE-136-2020,31-oct-20,Hidrometeorológico,Lluvia severa el 26 de octubre de 2020,CONAGUA,"Cozumel, Puerto Morelos, Solidaridad y Tulum.",4,SSPC/SPPPCCP/CNPC/DGPC/00959/2020,6407,6407,09-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604486&fecha=09/11/2020#gsc.tab=0,SEDENA,BDE-144-2020,10-nov-20,19-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5605309&fecha=19/11/2020#gsc.tab=0,21602,1601,0,0,0,0,0,0,0,0,0,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$10,753,684.24","$10,753,684.24",
130.0,Tabasco,2020,BDE-137-2020,01-nov-20,Hidrometeorológico,Inundación fluvial y pluvial el 29 de octubre de 2020,CONAGUA,"Jalapa, Cárdenas, Centro, Comalcalco, Cunduacán, Jalpa de Méndez, Macuspana y Nacajuca",8,SSPC/SPPPCCP/CNPC/DGPC/00960/2020 - SSPC/SPPPCCP/CNPC/DGPC/00992/2020 - SSPC/SPPPCCP/CNPC/DGPC/01022/2020,62325,62325,09-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604487&fecha=09/11/2020#gsc.tab=0,SEDENA,BDE-158-2020,01-dic-20,09-dic-20,https://dof.gob.mx/nota_detalle.php?codigo=5607132&fecha=09/12/2020#gsc.tab=0,949932,88070,0,0,0,0,0,0,62325,62325,0,0,0.0,0,0,0,251133,15581,46743,340000,0,600,600,20,1500,8880,249,0,0,35542,0,0,33342,0,0,0,0,0,0,0,1500,0,0,0,0,0,1500,0,21,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$146,957,802.07","$146,957,802.07",
131.0,Yucatán,2020,BDE-138-2020,04-nov-20,Hidrometeorológico,Lluvia severa e inundación pluvial el 27 y 30 de octubre de 2020,CONAGUA,"Chikindzonot, Dzilam de Bravo, Dzilam González, Dzoncauich, Tekom, Temax, Tixcacalcupul y Chankom",8,SSPC/SPPPCCP/CNPC/DGPC/00969/2020,6280,6280,12-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604810&fecha=12/11/2020,SEDENA,BDE-151-2020,14-nov-20,24-nov-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5605590&fecha=24/11/2020,131605,1570,0,0,0,0,0,0,6280,0,0,0,20410.0,0,0,0,50240,1570,1570,0,0,0,0,0,0,16624,0,2913,0,4245,0,6591,7032,0,1570,0,0,1570,0,1570,0,0,0,1570,0,0,6280,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$9,848,386.31","$9,848,386.31",
132.0,Chiapas,2020,BDE-139-2020,04-nov-20,Hidrometeorológico,Lluvia severa el 29 de octubre de 2020,CONAGUA,Reforma,1,SSPC/SPPPCCP/CNPC/DGPC/00970/2020 - SSPC/SPPPCCP/CNPC/DGPC/01004/2020 - SSPC/SPPPCCP/CNPC/DGPC/01035/2020 - SSPC/SPPPCCP/CNPC/DGPC/01069/2020,1222,1222,12-nov-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5604808&fecha=12/11/2020#gsc.tab=0,SEDENA,BDE-166-2020,14-dic-20,22-dic-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5608429&fecha=22/12/2020,36616,610,0,0,0,0,0,0,1222,1222,0,0,1000.0,0,0,0,19552,305,305,0,0,611,611,0,0,3910,0,1466,1466,0,0,0,0,0,0,0,0,867,0,0,867,867,867,0,0,867,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$5,934,770.89","$5,934,770.89",
